Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
08:30.3,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.4,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.5,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.6,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.7,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.8,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:30.9,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.0,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.1,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:31.2,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.3,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.4,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:31.5,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.6,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:31.7,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:31.8,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:31.9,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:32.0,0,0,1.7,11.55,26.1,25.5,0.85,301.455,294.525
08:32.1,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:32.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:32.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:32.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:33.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:33.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:33.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:34.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:34.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:34.2,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:34.3,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:34.4,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:34.5,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:34.6,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:34.7,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:34.8,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:34.9,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.0,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.1,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.2,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.3,0,0,1.7,11.53,26.4,25.5,0.86,304.392,294.015
08:35.4,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.5,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.6,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:35.7,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:35.8,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
08:35.9,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:36.0,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:36.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:36.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:36.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:36.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:37.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:37.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:37.8,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:37.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:38.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:38.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:38.2,0,0,1.7,11.55,26.4,25.7,0.86,304.92,296.835
08:38.3,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:38.4,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:38.5,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:38.6,0,0,1.7,11.55,26.4,25.7,0.86,304.92,296.835
08:38.7,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:38.8,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:38.9,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:39.0,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.1,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.2,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.3,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.4,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.5,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:39.6,0,0,1.7,11.55,26.4,25.7,0.86,304.92,296.835
08:39.7,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:39.8,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:39.9,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:40.0,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:40.1,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:40.2,0,0,1.7,11.55,26.4,25.4,0.86,304.92,293.37
08:40.3,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:40.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:40.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:40.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:40.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:40.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:40.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:41.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.3,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:41.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:41.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:41.9,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:42.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:42.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:42.2,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:42.3,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:42.4,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:42.5,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:42.6,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:42.7,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:42.8,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:42.9,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.0,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.1,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:43.2,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.3,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.4,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.5,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.6,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:43.7,0,0,1.7,11.5,26.1,25.3,0.85,300.15,290.95
08:43.8,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:43.9,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:44.0,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:44.1,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:44.2,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.3,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.7,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:44.8,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:44.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:45.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:45.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:45.2,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:45.3,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:45.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:45.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:45.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:45.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:45.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:45.9,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:46.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:46.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:46.2,0,0,1.7,11.52,26,25.1,0.85,299.52,289.152
08:46.3,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:46.4,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
08:46.5,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:46.6,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:46.7,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:46.8,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:46.9,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:47.0,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.1,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.2,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.3,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.4,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.5,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.6,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.7,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:47.8,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:47.9,0,0,1.7,11.49,25.9,25.1,0.85,297.591,288.399
08:48.0,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:48.1,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:48.2,0,0,1.7,11.49,26,25.4,0.85,298.74,291.846
08:48.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:48.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:48.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:48.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:48.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:48.8,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:48.9,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:49.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:49.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:49.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:49.3,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:49.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:49.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:49.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:49.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:49.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:49.9,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:50.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:50.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:50.2,0,0,1.7,11.53,26.4,25.7,0.86,304.392,296.321
08:50.3,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:50.4,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:50.5,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:50.6,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:50.7,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:50.8,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:50.9,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.0,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:51.1,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:51.2,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.3,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.4,0,0,1.7,11.57,26.4,25.7,0.86,305.448,297.349
08:51.5,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.6,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.7,0,0,1.7,11.57,26.5,25.7,0.86,306.605,297.349
08:51.8,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:51.9,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:52.0,0,0,1.7,11.55,26.4,25.7,0.86,304.92,296.835
08:52.1,0,0,1.7,11.55,26.5,25.7,0.86,306.075,296.835
08:52.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:52.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:52.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:52.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:52.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:52.7,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
08:52.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:52.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:53.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:53.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:53.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:53.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:53.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:54.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:54.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:54.2,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:54.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:54.4,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:54.5,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:54.6,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:54.7,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:54.8,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:54.9,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:55.0,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:55.1,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:55.2,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:55.3,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:55.4,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:55.5,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:55.6,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:55.7,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:55.8,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:55.9,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:56.0,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:56.1,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:56.2,0,0,1.7,11.52,26,25.4,0.85,299.52,292.608
08:56.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:56.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:56.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:56.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:56.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:56.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:56.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:57.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:57.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:57.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:57.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:58.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:58.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:58.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:58.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:58.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:59.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:59.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:59.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:59.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:59.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:59.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:59.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:59.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:59.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:59.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:00.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:00.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:00.2,0,0,1.7,11.52,26.2,25.4,0.86,301.824,292.608
09:00.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:00.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:00.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:00.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:00.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:00.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:00.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:01.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:01.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:01.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:01.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:01.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:01.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:01.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:01.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:01.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:01.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:02.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:02.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
09:02.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:02.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:03.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:03.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:03.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:03.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:03.9,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:04.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:04.1,0,0,1.7,11.5,26.1,25.4,0.85,300.15,292.1
09:04.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:04.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:04.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:04.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:04.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:04.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:04.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:04.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:05.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:05.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.4,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:05.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.7,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:05.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:06.0,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.1,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.3,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
09:06.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:06.6,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
09:06.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
09:06.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
